# Sample dyno run for RollerGraph replay testing
# Format: samplenum,speed_kmh,nm,hp,NA,NA,NA,NA,NA
42,71.1,238.9,178.8,NA,NA,NA,NA,NA
43,72.2,239.4,182,NA,NA,NA,NA,NA
44,73.3,239.8,185.1,NA,NA,NA,NA,NA
45,74.4,240.0,188.1,NA,NA,NA,NA,NA
46,75.6,240.0,190.9,NA,NA,NA,NA,NA
47,76.7,239.8,193.5,NA,NA,NA,NA,NA
48,77.8,239.4,196,NA,NA,NA,NA,NA
49,78.9,238.9,198.4,NA,NA,NA,NA,NA
50,80.0,238.2,200.6,NA,NA,NA,NA,NA
51,81.1,237.3,202.6,NA,NA,NA,NA,NA
52,82.2,236.2,204.4,NA,NA,NA,NA,NA
53,83.3,235.0,206.1,NA,NA,NA,NA,NA
54,84.4,233.6,207.6,NA,NA,NA,NA,NA
55,85.6,232.0,208.9,NA,NA,NA,NA,NA
56,86.7,230.3,210.1,NA,NA,NA,NA,NA
57,87.8,228.4,211,NA,NA,NA,NA,NA
58,88.9,226.4,211.8,NA,NA,NA,NA,NA
59,90.0,224.2,212.4,NA,NA,NA,NA,NA
60,91.1,221.9,212.8,NA,NA,NA,NA,NA
61,92.2,219.5,213.1,NA,NA,NA,NA,NA
62,93.3,216.9,213.1,NA,NA,NA,NA,NA
63,94.4,214.3,213,NA,NA,NA,NA,NA
64,95.6,211.5,212.7,NA,NA,NA,NA,NA
65,96.7,208.6,212.3,NA,NA,NA,NA,NA
66,97.8,205.6,211.7,NA,NA,NA,NA,NA
67,98.9,202.6,210.9,NA,NA,NA,NA,NA
68,100.0,199.5,210,NA,NA,NA,NA,NA
69,101.1,196.3,208.9,NA,NA,NA,NA,NA
70,102.2,193.0,207.7,NA,NA,NA,NA,NA
71,103.3,189.7,206.3,NA,NA,NA,NA,NA
72,104.4,186.4,204.9,NA,NA,NA,NA,NA
73,105.6,183.0,203.3,NA,NA,NA,NA,NA
74,106.7,179.5,201.6,NA,NA,NA,NA,NA
75,107.8,176.1,199.8,NA,NA,NA,NA,NA
76,108.9,172.6,197.9,NA,NA,NA,NA,NA
77,110.0,169.2,195.9,NA,NA,NA,NA,NA
78,111.1,165.7,193.8,NA,NA,NA,NA,NA
79,112.2,162.3,191.7,NA,NA,NA,NA,NA
80,113.3,158.8,189.5,NA,NA,NA,NA,NA
81,114.4,155.4,187.2,NA,NA,NA,NA,NA
82,115.6,152.0,184.9,NA,NA,NA,NA,NA
83,116.7,148.6,182.5,NA,NA,NA,NA,NA
84,117.8,145.3,180.1,NA,NA,NA,NA,NA
85,118.9,142.0,177.7,NA,NA,NA,NA,NA
86,120.0,138.8,175.3,NA,NA,NA,NA,NA
87,121.1,135.6,172.8,NA,NA,NA,NA,NA
88,122.2,132.4,170.4,NA,NA,NA,NA,NA
89,123.3,129.4,168,NA,NA,NA,NA,NA
90,124.4,126.4,165.5,NA,NA,NA,NA,NA
91,125.6,123.4,163.1,NA,NA,NA,NA,NA
92,126.7,120.5,160.7,NA,NA,NA,NA,NA
93,127.8,117.7,158.4,NA,NA,NA,NA,NA
94,128.9,115.0,156,NA,NA,NA,NA,NA
95,130.0,112.4,153.8,NA,NA,NA,NA,NA
96,131.1,109.8,151.5,NA,NA,NA,NA,NA
97,132.2,107.3,149.3,NA,NA,NA,NA,NA
98,133.3,104.9,147.2,NA,NA,NA,NA,NA
99,134.4,102.5,145.1,NA,NA,NA,NA,NA
100,135.6,100.3,143.1,NA,NA,NA,NA,NA
101,136.7,98.1,141.2,NA,NA,NA,NA,NA
102,137.8,96.0,139.3,NA,NA,NA,NA,NA
103,138.9,94.0,137.5,NA,NA,NA,NA,NA
104,140.0,92.1,135.7,NA,NA,NA,NA,NA
105,140,40,58.9,NA,NA,NA,NA,NA
106,134,38,53.6,NA,NA,NA,NA,NA
107,128,36,48.5,NA,NA,NA,NA,NA
108,122,34,43.7,NA,NA,NA,NA,NA
109,116,32,39.1,NA,NA,NA,NA,NA
110,110,30,34.7,NA,NA,NA,NA,NA
111,104,28,30.7,NA,NA,NA,NA,NA
112,98,26,26.8,NA,NA,NA,NA,NA
113,92,24,23.2,NA,NA,NA,NA,NA
114,86,22,19.9,NA,NA,NA,NA,NA
115,80,20,16.8,NA,NA,NA,NA,NA
116,74,18,14,NA,NA,NA,NA,NA
117,68,16,11.5,NA,NA,NA,NA,NA
118,62,14,9.1,NA,NA,NA,NA,NA
119,56,12,7.1,NA,NA,NA,NA,NA
120,50,10,5.3,NA,NA,NA,NA,NA
121,44,8,3.7,NA,NA,NA,NA,NA
122,38,6,2.4,NA,NA,NA,NA,NA
123,32,4,1.3,NA,NA,NA,NA,NA
124,26,2,0.5,NA,NA,NA,NA,NA
